Time,Chla,Tw,TN,TP,Basin
12-Aug-2010,13.625,27.25,2.91175,0.15925,12
13-Aug-2010,14.8,27,3.97,0.363,12
14-Aug-2010,NaN,NaN,NaN,NaN,12
15-Aug-2010,NaN,NaN,NaN,NaN,12
16-Aug-2010,20.45,25,3.664,0.3295,12
17-Aug-2010,45.6,23,3.907,0.485,12
18-Aug-2010,NaN,NaN,NaN,NaN,12
19-Aug-2010,6.725,27.5,3.6675,0.116,12
20-Aug-2010,NaN,NaN,NaN,NaN,12
21-Aug-2010,NaN,NaN,NaN,NaN,12
22-Aug-2010,NaN,NaN,NaN,NaN,12
23-Aug-2010,5.7,29.5,4.079,0.112,12
24-Aug-2010,24.56,29.6,4.7532,0.1504,12
25-Aug-2010,NaN,NaN,NaN,NaN,12
26-Aug-2010,NaN,NaN,NaN,NaN,12
27-Aug-2010,NaN,NaN,NaN,NaN,12
28-Aug-2010,NaN,NaN,NaN,NaN,12
29-Aug-2010,NaN,NaN,NaN,NaN,12
30-Aug-2010,NaN,NaN,NaN,NaN,12
31-Aug-2010,NaN,NaN,NaN,NaN,12
01-Sep-2010,10.6166666666667,28.8333333333333,4.13883333333333,0.165833333333333,12
02-Sep-2010,NaN,NaN,NaN,NaN,12
03-Sep-2010,NaN,NaN,NaN,NaN,12
04-Sep-2010,NaN,NaN,NaN,NaN,12
05-Sep-2010,NaN,NaN,NaN,NaN,12
06-Sep-2010,13.56,27.6,3.4704,0.175,12
07-Sep-2010,23.65,24,3.3025,0.3735,12
08-Sep-2010,0.7,22,1.747,0.029,12
09-Sep-2010,NaN,NaN,NaN,NaN,12
10-Sep-2010,NaN,NaN,NaN,NaN,12
11-Sep-2010,NaN,NaN,NaN,NaN,12
12-Sep-2010,NaN,NaN,NaN,NaN,12
13-Sep-2010,10.42,24.6,2.8554,0.1726,12
14-Sep-2010,7,24.5,2.962,0.1305,12
15-Sep-2010,NaN,NaN,NaN,NaN,12
16-Sep-2010,NaN,NaN,NaN,NaN,12
17-Sep-2010,NaN,NaN,NaN,NaN,12
18-Sep-2010,NaN,NaN,NaN,NaN,12
19-Sep-2010,NaN,NaN,NaN,NaN,12
20-Sep-2010,8.775,25.25,4.043,0.10725,12
21-Sep-2010,NaN,NaN,NaN,NaN,12
22-Sep-2010,NaN,NaN,NaN,NaN,12
23-Sep-2010,NaN,NaN,NaN,NaN,12
24-Sep-2010,NaN,NaN,NaN,NaN,12
25-Sep-2010,NaN,NaN,NaN,NaN,12
26-Sep-2010,NaN,NaN,NaN,NaN,12
27-Sep-2010,NaN,NaN,NaN,NaN,12
28-Sep-2010,NaN,NaN,NaN,NaN,12
29-Sep-2010,1.5,19,4.0445,0.073,12
30-Sep-2010,4.7,22,6.443,0.403,12
01-Oct-2010,NaN,NaN,NaN,NaN,12
02-Oct-2010,NaN,NaN,NaN,NaN,12
03-Oct-2010,NaN,NaN,NaN,NaN,12
04-Oct-2010,NaN,NaN,NaN,NaN,12
05-Oct-2010,7.2,20.8,3.8376,0.0972,12
06-Oct-2010,7.1,19.5,5.201,0.309,12
07-Oct-2010,3.2,20,3.495,0.061,12
08-Oct-2010,NaN,NaN,NaN,NaN,12
09-Oct-2010,NaN,NaN,NaN,NaN,12
10-Oct-2010,NaN,NaN,NaN,NaN,12
11-Oct-2010,NaN,NaN,NaN,NaN,12
12-Oct-2010,2.4,19,0.748,0.009,12
13-Oct-2010,8.125,21,3.69925,0.113,12
14-Oct-2010,1.8,21,3.055,0.067,12
15-Oct-2010,12.4,19,4.686,0.2875,12
16-Oct-2010,NaN,NaN,NaN,NaN,12
17-Oct-2010,NaN,NaN,NaN,NaN,12
18-Oct-2010,9.275,19.5,3.6615,0.1395,12
19-Oct-2010,NaN,NaN,NaN,NaN,12
20-Oct-2010,2.3,19,2.421,0.046,12
21-Oct-2010,25.65,20,4.453,0.303,12
22-Oct-2010,NaN,NaN,NaN,NaN,12
23-Oct-2010,NaN,NaN,NaN,NaN,12
24-Oct-2010,NaN,NaN,NaN,NaN,12
25-Oct-2010,8.93333333333333,19,3.95666666666667,0.2025,12
26-Oct-2010,2.7,13,2.589,0.053,12
27-Oct-2010,NaN,NaN,NaN,NaN,12
28-Oct-2010,NaN,NaN,NaN,NaN,12
29-Oct-2010,NaN,NaN,NaN,NaN,12
30-Oct-2010,NaN,NaN,NaN,NaN,12
31-Oct-2010,NaN,NaN,NaN,NaN,12
01-Nov-2010,9.85714285714286,16.2857142857143,4.15571428571428,0.210142857142857,12
02-Nov-2010,1.3,16,1.6515,0.0265,12
03-Nov-2010,NaN,NaN,NaN,NaN,12
04-Nov-2010,NaN,NaN,NaN,NaN,12
05-Nov-2010,NaN,NaN,NaN,NaN,12
06-Nov-2010,NaN,NaN,NaN,NaN,12
07-Nov-2010,NaN,NaN,NaN,NaN,12
08-Nov-2010,6.6,14,4.65,0.3265,12
09-Nov-2010,8.98,12,3.6306,0.1016,12
10-Nov-2010,NaN,NaN,NaN,NaN,12
11-Nov-2010,NaN,NaN,NaN,NaN,12
12-Nov-2010,NaN,NaN,NaN,NaN,12
13-Nov-2010,NaN,NaN,NaN,NaN,12
14-Nov-2010,NaN,NaN,NaN,NaN,12
15-Nov-2010,5.28,10.8,3.9594,0.0918,12
16-Nov-2010,5.15,10,4.848,0.305,12
17-Nov-2010,NaN,NaN,NaN,NaN,12
18-Nov-2010,NaN,NaN,NaN,NaN,12
19-Nov-2010,NaN,NaN,NaN,NaN,12
20-Nov-2010,NaN,NaN,NaN,NaN,12
21-Nov-2010,NaN,NaN,NaN,NaN,12
22-Nov-2010,15.86,11,4.0098,0.0794,12
23-Nov-2010,7.55,12,4.664,0.29,12
24-Nov-2010,NaN,NaN,NaN,NaN,12
25-Nov-2010,NaN,NaN,NaN,NaN,12
26-Nov-2010,NaN,NaN,NaN,NaN,12
27-Nov-2010,NaN,NaN,NaN,NaN,12
28-Nov-2010,NaN,NaN,NaN,NaN,12
29-Nov-2010,NaN,NaN,NaN,NaN,12
30-Nov-2010,NaN,NaN,NaN,NaN,12
01-Dec-2010,7.46666666666667,10,4.694,0.1515,12
02-Dec-2010,NaN,NaN,NaN,NaN,12
03-Dec-2010,NaN,NaN,NaN,NaN,12
04-Dec-2010,NaN,NaN,NaN,NaN,12
05-Dec-2010,NaN,NaN,NaN,NaN,12
06-Dec-2010,NaN,NaN,NaN,NaN,12
07-Dec-2010,2.72,6.6,4.0218,0.0858,12
08-Dec-2010,5.15,6.5,5.1525,0.32,12
09-Dec-2010,5,4,3.183,0.071,12
10-Dec-2010,NaN,NaN,NaN,NaN,12
11-Dec-2010,NaN,NaN,NaN,NaN,12
12-Dec-2010,NaN,NaN,NaN,NaN,12
13-Dec-2010,NaN,NaN,NaN,NaN,12
14-Dec-2010,NaN,NaN,NaN,NaN,12
15-Dec-2010,8.2,3.33333333333333,5.1205,0.192166666666667,12
16-Dec-2010,15.1,1,4.169,0.113,12
17-Dec-2010,NaN,NaN,NaN,NaN,12
18-Dec-2010,NaN,NaN,NaN,NaN,12
19-Dec-2010,NaN,NaN,NaN,NaN,12
20-Dec-2010,6.7,5.5,5.00875,0.138,12
21-Dec-2010,NaN,NaN,NaN,NaN,12
22-Dec-2010,NaN,NaN,NaN,NaN,12
23-Dec-2010,17.9,9,8.113,0.486,12
24-Dec-2010,NaN,NaN,NaN,NaN,12
25-Dec-2010,NaN,NaN,NaN,NaN,12
26-Dec-2010,NaN,NaN,NaN,NaN,12
27-Dec-2010,NaN,NaN,NaN,NaN,12
28-Dec-2010,NaN,NaN,NaN,NaN,12
29-Dec-2010,NaN,NaN,NaN,NaN,12
30-Dec-2010,NaN,NaN,NaN,NaN,12
31-Dec-2010,NaN,NaN,NaN,NaN,12
01-Jan-2011,NaN,NaN,NaN,NaN,12
02-Jan-2011,NaN,NaN,NaN,NaN,12
03-Jan-2011,NaN,NaN,NaN,NaN,12
04-Jan-2011,NaN,NaN,NaN,NaN,12
05-Jan-2011,14.4,7,9.718,0.576,12
06-Jan-2011,NaN,NaN,NaN,NaN,12
07-Jan-2011,9.54,2.8,5.1218,0.1934,12
08-Jan-2011,NaN,NaN,NaN,NaN,12
09-Jan-2011,NaN,NaN,NaN,NaN,12
10-Jan-2011,NaN,NaN,NaN,NaN,12
11-Jan-2011,0.5,4,1.026,0.009,12
12-Jan-2011,7.74,2.4,6.3738,0.2802,12
13-Jan-2011,NaN,NaN,NaN,NaN,12
14-Jan-2011,NaN,NaN,NaN,NaN,12
15-Jan-2011,NaN,NaN,NaN,NaN,12
16-Jan-2011,NaN,NaN,NaN,NaN,12
17-Jan-2011,9.63333333333333,1.66666666666667,7.75433333333333,0.3095,12
18-Jan-2011,NaN,NaN,NaN,NaN,12
19-Jan-2011,NaN,NaN,NaN,NaN,12
20-Jan-2011,NaN,NaN,NaN,NaN,12
21-Jan-2011,NaN,NaN,NaN,NaN,12
22-Jan-2011,NaN,NaN,NaN,NaN,12
23-Jan-2011,NaN,NaN,NaN,NaN,12
24-Jan-2011,11.5571428571429,2.71428571428571,6.58357142857143,0.300142857142857,12
25-Jan-2011,NaN,NaN,NaN,NaN,12
26-Jan-2011,NaN,NaN,NaN,NaN,12
27-Jan-2011,NaN,NaN,NaN,NaN,12
28-Jan-2011,NaN,NaN,NaN,NaN,12
29-Jan-2011,NaN,NaN,NaN,NaN,12
30-Jan-2011,NaN,NaN,NaN,NaN,12
31-Jan-2011,NaN,NaN,NaN,NaN,12
01-Feb-2011,5.25,2.25,5.9075,0.17775,12
02-Feb-2011,NaN,NaN,NaN,NaN,12
03-Feb-2011,NaN,NaN,NaN,NaN,12
04-Feb-2011,NaN,NaN,NaN,NaN,12
05-Feb-2011,NaN,NaN,NaN,NaN,12
06-Feb-2011,NaN,NaN,NaN,NaN,12
07-Feb-2011,40.48,6.6,4.1258,0.1276,12
08-Feb-2011,33.975,5,5.171,0.26175,12
09-Feb-2011,NaN,NaN,NaN,NaN,12
10-Feb-2011,NaN,NaN,NaN,NaN,12
11-Feb-2011,NaN,NaN,NaN,NaN,12
12-Feb-2011,NaN,NaN,NaN,NaN,12
13-Feb-2011,NaN,NaN,NaN,NaN,12
14-Feb-2011,NaN,NaN,NaN,NaN,12
15-Feb-2011,NaN,NaN,NaN,NaN,12
16-Feb-2011,35.38,5.4,5.4452,0.2244,12
17-Feb-2011,NaN,NaN,NaN,NaN,12
18-Feb-2011,NaN,NaN,NaN,NaN,12
19-Feb-2011,NaN,NaN,NaN,NaN,12
20-Feb-2011,NaN,NaN,NaN,NaN,12
21-Feb-2011,NaN,NaN,NaN,NaN,12
22-Feb-2011,26,8.75,4.058,0.18475,12
23-Feb-2011,34.4,9.33333333333333,5.81766666666667,0.252666666666667,12
24-Feb-2011,NaN,NaN,NaN,NaN,12
25-Feb-2011,NaN,NaN,NaN,NaN,12
26-Feb-2011,NaN,NaN,NaN,NaN,12
27-Feb-2011,NaN,NaN,NaN,NaN,12
28-Feb-2011,33.2,9,7.021,0.375,12
01-Mar-2011,NaN,NaN,NaN,NaN,12
02-Mar-2011,8.74,7.2,5.723,0.0952,12
03-Mar-2011,NaN,NaN,NaN,NaN,12
04-Mar-2011,NaN,NaN,NaN,NaN,12
05-Mar-2011,NaN,NaN,NaN,NaN,12
06-Mar-2011,NaN,NaN,NaN,NaN,12
07-Mar-2011,0.1,7,2.915,0.02,12
08-Mar-2011,6.675,7.75,5.29525,0.0985,12
09-Mar-2011,NaN,NaN,NaN,NaN,12
10-Mar-2011,NaN,NaN,NaN,NaN,12
11-Mar-2011,8.86666666666667,10.6666666666667,7.69733333333333,0.451666666666667,12
12-Mar-2011,NaN,NaN,NaN,NaN,12
13-Mar-2011,NaN,NaN,NaN,NaN,12
14-Mar-2011,13.175,12.25,5.298,0.19675,12
15-Mar-2011,NaN,NaN,NaN,NaN,12
16-Mar-2011,19.2,8.66666666666667,6.558,0.242,12
17-Mar-2011,NaN,NaN,NaN,NaN,12
18-Mar-2011,NaN,NaN,NaN,NaN,12
19-Mar-2011,NaN,NaN,NaN,NaN,12
20-Mar-2011,NaN,NaN,NaN,NaN,12
21-Mar-2011,NaN,NaN,NaN,NaN,12
22-Mar-2011,23.8,10.25,4.5675,0.15475,12
23-Mar-2011,NaN,NaN,NaN,NaN,12
24-Mar-2011,36.8666666666667,13,5.791,0.267333333333333,12
25-Mar-2011,NaN,NaN,NaN,NaN,12
26-Mar-2011,NaN,NaN,NaN,NaN,12
27-Mar-2011,NaN,NaN,NaN,NaN,12
28-Mar-2011,46.1666666666667,11.6666666666667,5.371,0.256666666666667,12
29-Mar-2011,NaN,NaN,NaN,NaN,12
30-Mar-2011,NaN,NaN,NaN,NaN,12
31-Mar-2011,NaN,NaN,NaN,NaN,12
01-Apr-2011,NaN,NaN,NaN,NaN,12
02-Apr-2011,NaN,NaN,NaN,NaN,12
03-Apr-2011,NaN,NaN,NaN,NaN,12
04-Apr-2011,51.2125,12.5,4.518875,0.16825,12
05-Apr-2011,NaN,NaN,NaN,NaN,12
06-Apr-2011,NaN,NaN,NaN,NaN,12
07-Apr-2011,NaN,NaN,NaN,NaN,12
08-Apr-2011,NaN,NaN,NaN,NaN,12
09-Apr-2011,NaN,NaN,NaN,NaN,12
10-Apr-2011,NaN,NaN,NaN,NaN,12
11-Apr-2011,47.44,14.6,3.332,0.1358,12
12-Apr-2011,45.5333333333333,17,4.20233333333333,0.214333333333333,12
13-Apr-2011,NaN,NaN,NaN,NaN,12
14-Apr-2011,NaN,NaN,NaN,NaN,12
15-Apr-2011,NaN,NaN,NaN,NaN,12
16-Apr-2011,NaN,NaN,NaN,NaN,12
17-Apr-2011,NaN,NaN,NaN,NaN,12
18-Apr-2011,42.6,14.5,4.2915,0.0985,12
19-Apr-2011,54.3,14.6666666666667,4.084,0.300666666666667,12
20-Apr-2011,NaN,NaN,NaN,NaN,12
21-Apr-2011,NaN,NaN,NaN,NaN,12
22-Apr-2011,NaN,NaN,NaN,NaN,12
23-Apr-2011,NaN,NaN,NaN,NaN,12
24-Apr-2011,NaN,NaN,NaN,NaN,12
25-Apr-2011,16.8,15,4.569,0.12775,12
26-Apr-2011,NaN,NaN,NaN,NaN,12
27-Apr-2011,12.9666666666667,15,6.143,0.252333333333333,12
28-Apr-2011,NaN,NaN,NaN,NaN,12
29-Apr-2011,NaN,NaN,NaN,NaN,12
30-Apr-2011,NaN,NaN,NaN,NaN,12
01-May-2011,NaN,NaN,NaN,NaN,12
02-May-2011,6.58,18.4,4.4122,0.0786,12
03-May-2011,8.73333333333333,20,4.41266666666667,0.207,12
04-May-2011,NaN,NaN,NaN,NaN,12
05-May-2011,NaN,NaN,NaN,NaN,12
06-May-2011,NaN,NaN,NaN,NaN,12
07-May-2011,NaN,NaN,NaN,NaN,12
08-May-2011,NaN,NaN,NaN,NaN,12
09-May-2011,34.625,20.75,3.14025,0.0715,12
10-May-2011,NaN,NaN,NaN,NaN,12
11-May-2011,NaN,NaN,NaN,NaN,12
12-May-2011,0.6,12,2.663,0.022,12
13-May-2011,9,16.6666666666667,4.71833333333333,0.159,12
14-May-2011,NaN,NaN,NaN,NaN,12
15-May-2011,NaN,NaN,NaN,NaN,12
16-May-2011,NaN,NaN,NaN,NaN,12
17-May-2011,8.375,18.75,4.42525,0.10275,12
18-May-2011,9.06666666666667,21,6.76466666666667,0.211,12
19-May-2011,NaN,NaN,NaN,NaN,12
20-May-2011,NaN,NaN,NaN,NaN,12
21-May-2011,NaN,NaN,NaN,NaN,12
22-May-2011,NaN,NaN,NaN,NaN,12
23-May-2011,22.45,18.75,5.06425,0.085,12
24-May-2011,NaN,NaN,NaN,NaN,12
25-May-2011,NaN,NaN,NaN,NaN,12
26-May-2011,NaN,NaN,NaN,NaN,12
27-May-2011,23,17.6666666666667,5.68,0.195333333333333,12
28-May-2011,NaN,NaN,NaN,NaN,12
29-May-2011,NaN,NaN,NaN,NaN,12
30-May-2011,NaN,NaN,NaN,NaN,12
31-May-2011,NaN,NaN,NaN,NaN,12
01-Jun-2011,NaN,NaN,NaN,NaN,12
02-Jun-2011,NaN,NaN,NaN,NaN,12
03-Jun-2011,NaN,NaN,NaN,NaN,12
04-Jun-2011,NaN,NaN,NaN,NaN,12
05-Jun-2011,NaN,NaN,NaN,NaN,12
06-Jun-2011,NaN,NaN,NaN,NaN,12
07-Jun-2011,27.125,25.625,3.776,0.12425,12
08-Jun-2011,NaN,NaN,NaN,NaN,12
09-Jun-2011,NaN,NaN,NaN,NaN,12
10-Jun-2011,NaN,NaN,NaN,NaN,12
11-Jun-2011,NaN,NaN,NaN,NaN,12
12-Jun-2011,NaN,NaN,NaN,NaN,12
13-Jun-2011,15.025,25,3.5255,0.113625,12
14-Jun-2011,NaN,NaN,NaN,NaN,12
15-Jun-2011,NaN,NaN,NaN,NaN,12
16-Jun-2011,NaN,NaN,NaN,NaN,12
17-Jun-2011,NaN,NaN,NaN,NaN,12
18-Jun-2011,NaN,NaN,NaN,NaN,12
19-Jun-2011,NaN,NaN,NaN,NaN,12
20-Jun-2011,70.7,26,4.439,0.38,12
21-Jun-2011,16.275,26.5,3.18375,0.099,12
22-Jun-2011,21.4,26,2.266,0.071,12
23-Jun-2011,11.1,28,2.242,0.129,12
24-Jun-2011,NaN,NaN,NaN,NaN,12
25-Jun-2011,NaN,NaN,NaN,NaN,12
26-Jun-2011,NaN,NaN,NaN,NaN,12
27-Jun-2011,11.52,21.2,4.6848,0.1996,12
28-Jun-2011,NaN,NaN,NaN,NaN,12
29-Jun-2011,9,27,5.558,0.114,12
30-Jun-2011,4.7,26,5.333,0.101,12
01-Jul-2011,NaN,NaN,NaN,NaN,12
02-Jul-2011,NaN,NaN,NaN,NaN,12
03-Jul-2011,NaN,NaN,NaN,NaN,12
04-Jul-2011,11.2,25.5,3.5615,0.167,12
05-Jul-2011,NaN,NaN,NaN,NaN,12
06-Jul-2011,7.9,24,3.24225,0.08625,12
07-Jul-2011,12.8,24,2.712,0.105,12
08-Jul-2011,NaN,NaN,NaN,NaN,12
09-Jul-2011,NaN,NaN,NaN,NaN,12
10-Jul-2011,NaN,NaN,NaN,NaN,12
11-Jul-2011,10.625,21.75,3.105,0.122,12
12-Jul-2011,NaN,NaN,NaN,NaN,12
13-Jul-2011,8.2,23,4.281,0.218,12
14-Jul-2011,7.2,27.3333333333333,2.72333333333333,0.109333333333333,12
15-Jul-2011,1.6,29,3.7875,0.094,12
16-Jul-2011,NaN,NaN,NaN,NaN,12
17-Jul-2011,NaN,NaN,NaN,NaN,12
18-Jul-2011,24.4666666666667,27.8333333333333,4.02483333333333,0.121,12
19-Jul-2011,NaN,NaN,NaN,NaN,12
20-Jul-2011,6,30,3.8525,0.059,12
21-Jul-2011,12.4,29.6666666666667,3.36266666666667,0.0546666666666667,12
22-Jul-2011,NaN,NaN,NaN,NaN,12
23-Jul-2011,NaN,NaN,NaN,NaN,12
24-Jul-2011,NaN,NaN,NaN,NaN,12
25-Jul-2011,22.94,26.4,5.3218,0.1996,12
26-Jul-2011,NaN,NaN,NaN,NaN,12
27-Jul-2011,NaN,27,6.955,0.066,12
28-Jul-2011,NaN,NaN,NaN,NaN,12
29-Jul-2011,NaN,NaN,NaN,NaN,12
30-Jul-2011,NaN,NaN,NaN,NaN,12
31-Jul-2011,NaN,NaN,NaN,NaN,12
01-Aug-2011,22.6,26.2,3.5294,0.141,12
02-Aug-2011,36.8,25,4.335,0.276,12
03-Aug-2011,NaN,NaN,NaN,NaN,12
04-Aug-2011,NaN,NaN,NaN,NaN,12
05-Aug-2011,NaN,NaN,NaN,NaN,12
06-Aug-2011,NaN,NaN,NaN,NaN,12
07-Aug-2011,NaN,NaN,NaN,NaN,12
08-Aug-2011,15.2,24.8571428571429,2.71471428571429,0.161142857142857,12
09-Aug-2011,NaN,NaN,NaN,NaN,12
10-Aug-2011,NaN,NaN,NaN,NaN,12
11-Aug-2011,NaN,NaN,NaN,NaN,12
12-Aug-2011,NaN,NaN,NaN,NaN,12
13-Aug-2011,NaN,NaN,NaN,NaN,12
14-Aug-2011,NaN,NaN,NaN,NaN,12
15-Aug-2011,NaN,NaN,NaN,NaN,12
16-Aug-2011,9.8,27.8,3.344,0.1364,12
17-Aug-2011,NaN,NaN,NaN,NaN,12
18-Aug-2011,5.9,25.5,2.49475,0.0665,12
19-Aug-2011,5.8,25.3333333333333,2.29366666666667,0.107666666666667,12
20-Aug-2011,NaN,NaN,NaN,NaN,12
21-Aug-2011,NaN,NaN,NaN,NaN,12
22-Aug-2011,9.175,23.25,3.77,0.117,12
23-Aug-2011,9.2,23,5.538,0.36,12
24-Aug-2011,4.5,24.3333333333333,2.60966666666667,0.100666666666667,12
25-Aug-2011,4.2,23.75,2.2225,0.078,12
26-Aug-2011,NaN,NaN,NaN,NaN,12
27-Aug-2011,NaN,NaN,NaN,NaN,12
28-Aug-2011,NaN,NaN,NaN,NaN,12
29-Aug-2011,NaN,NaN,NaN,NaN,12
30-Aug-2011,NaN,NaN,NaN,NaN,12
31-Aug-2011,NaN,NaN,NaN,NaN,12
01-Sep-2011,NaN,NaN,NaN,NaN,12
02-Sep-2011,NaN,NaN,NaN,NaN,12
03-Sep-2011,NaN,NaN,NaN,NaN,12
04-Sep-2011,NaN,NaN,NaN,NaN,12
05-Sep-2011,22.2714285714286,25.4285714285714,2.95785714285714,0.111142857142857,12
06-Sep-2011,NaN,NaN,NaN,NaN,12
07-Sep-2011,2.2,24,2.041,0.06075,12
08-Sep-2011,7,25.5,3.3295,0.1215,12
09-Sep-2011,NaN,NaN,NaN,NaN,12
10-Sep-2011,NaN,NaN,NaN,NaN,12
11-Sep-2011,NaN,NaN,NaN,NaN,12
12-Sep-2011,NaN,NaN,NaN,NaN,12
13-Sep-2011,NaN,NaN,NaN,NaN,12
14-Sep-2011,5.925,26,3.241,0.1535,12
15-Sep-2011,14.2,27.5,4.7175,0.229,12
16-Sep-2011,NaN,NaN,NaN,NaN,12
17-Sep-2011,NaN,NaN,NaN,NaN,12
18-Sep-2011,NaN,NaN,NaN,NaN,12
19-Sep-2011,10.48,23.2,3.8184,0.1472,12
20-Sep-2011,NaN,NaN,NaN,NaN,12
21-Sep-2011,2.3,17.75,2.0705,0.058,12
22-Sep-2011,1.8,19.5,2.7915,0.0795,12
23-Sep-2011,NaN,NaN,NaN,NaN,12
24-Sep-2011,NaN,NaN,NaN,NaN,12
25-Sep-2011,NaN,NaN,NaN,NaN,12
26-Sep-2011,14.35,22.25,3.742,0.1685,12
27-Sep-2011,87.9,23,7.002,0.465,12
28-Sep-2011,3.2,17.5,2.297,0.055,12
29-Sep-2011,4.9,15.5,2.4465,0.06925,12
30-Sep-2011,NaN,NaN,NaN,NaN,12
01-Oct-2011,NaN,NaN,NaN,NaN,12
02-Oct-2011,NaN,NaN,NaN,NaN,12
03-Oct-2011,NaN,NaN,NaN,NaN,12
04-Oct-2011,12.3428571428571,20.2285714285714,3.625,0.139285714285714,12
05-Oct-2011,NaN,NaN,NaN,NaN,12
06-Oct-2011,4,17.15,2.8645,0.051,12
07-Oct-2011,NaN,16.2,2.846,0.043,12
08-Oct-2011,NaN,NaN,NaN,NaN,12
09-Oct-2011,NaN,NaN,NaN,NaN,12
10-Oct-2011,34.275,19.75,3.56275,0.1355,12
11-Oct-2011,64.3,19.9,8.123,0.642,12
12-Oct-2011,3.1,15.25,2.073,0.0355,12
13-Oct-2011,14.1,17.2666666666667,2.773,0.052,12
14-Oct-2011,NaN,NaN,NaN,NaN,12
15-Oct-2011,NaN,NaN,NaN,NaN,12
16-Oct-2011,NaN,NaN,NaN,NaN,12
17-Oct-2011,12.275,18,3.48775,0.11525,12
18-Oct-2011,NaN,NaN,NaN,NaN,12
19-Oct-2011,41,18.1,6.631,0.629,12
20-Oct-2011,3,16.45,1.993,0.0355,12
21-Oct-2011,10.3,16.3333333333333,2.95533333333333,0.0456666666666667,12
22-Oct-2011,NaN,NaN,NaN,NaN,12
23-Oct-2011,NaN,NaN,NaN,NaN,12
24-Oct-2011,5.825,16.25,4.1965,0.09575,12
25-Oct-2011,5.8,15.8,7.046,0.398,12
26-Oct-2011,4.7,13.15,3.5035,0.0815,12
27-Oct-2011,4.4,13.5,3.69625,0.0555,12
28-Oct-2011,NaN,NaN,NaN,NaN,12
29-Oct-2011,NaN,NaN,NaN,NaN,12
30-Oct-2011,NaN,NaN,NaN,NaN,12
31-Oct-2011,NaN,NaN,NaN,NaN,12
01-Nov-2011,4.8,16.2,4.3262,0.081,12
02-Nov-2011,18.8,17.3,6.873,0.431,12
03-Nov-2011,5.8,16.75,2.976,0.053,12
04-Nov-2011,17.2,18.85,3.3195,0.05275,12
05-Nov-2011,NaN,NaN,NaN,NaN,12
06-Nov-2011,NaN,NaN,NaN,NaN,12
07-Nov-2011,7.38,18,3.9996,0.072,12
08-Nov-2011,16.9,16.7,5.018,0.296,12
09-Nov-2011,4.7,15.65,3.4815,0.069,12
10-Nov-2011,37.8,15.825,3.36625,0.06575,12
11-Nov-2011,NaN,NaN,NaN,NaN,12
12-Nov-2011,NaN,NaN,NaN,NaN,12
13-Nov-2011,NaN,NaN,NaN,NaN,12
14-Nov-2011,8.2,14.06,4.9952,0.1926,12
15-Nov-2011,NaN,NaN,NaN,NaN,12
16-Nov-2011,7.3,11.8,3.2275,0.04225,12
17-Nov-2011,3.6,10.9,3.1395,0.0495,12
18-Nov-2011,NaN,NaN,NaN,NaN,12
19-Nov-2011,NaN,NaN,NaN,NaN,12
20-Nov-2011,NaN,NaN,NaN,NaN,12
21-Nov-2011,3.525,9.75,4.8275,0.17075,12
22-Nov-2011,6.5,9.3,6.938,0.39,12
23-Nov-2011,4.1,7.5,3.5145,0.052,12
24-Nov-2011,17.7,9.875,3.345,0.04925,12
25-Nov-2011,NaN,NaN,NaN,NaN,12
26-Nov-2011,NaN,NaN,NaN,NaN,12
27-Nov-2011,NaN,NaN,NaN,NaN,12
28-Nov-2011,NaN,NaN,NaN,NaN,12
29-Nov-2011,NaN,NaN,NaN,NaN,12
30-Nov-2011,NaN,NaN,NaN,NaN,12
01-Dec-2011,NaN,NaN,NaN,NaN,12
02-Dec-2011,4.95,9.5,5.46025,0.1305,12
03-Dec-2011,NaN,NaN,NaN,NaN,12
04-Dec-2011,NaN,NaN,NaN,NaN,12
05-Dec-2011,3.51666666666667,9.21666666666667,4.55016666666667,0.173833333333333,12
06-Dec-2011,NaN,NaN,NaN,NaN,12
07-Dec-2011,7.2,8.475,3.79375,0.0515,12
08-Dec-2011,5.2,8.46666666666667,3.53433333333333,0.0913333333333333,12
09-Dec-2011,NaN,NaN,NaN,NaN,12
10-Dec-2011,NaN,NaN,NaN,NaN,12
11-Dec-2011,NaN,NaN,NaN,NaN,12
12-Dec-2011,4.72,7,5.1328,0.2038,12
13-Dec-2011,4.9,7,7.031,0.473,12
14-Dec-2011,7.2,6.2,3.6355,0.1855,12
15-Dec-2011,6.9,5.825,3.65375,0.031,12
16-Dec-2011,NaN,NaN,NaN,NaN,12
17-Dec-2011,NaN,NaN,NaN,NaN,12
18-Dec-2011,NaN,NaN,NaN,NaN,12
19-Dec-2011,5.5,4.4,8.059,0.567,12
20-Dec-2011,3.1,4.5,5.97775,0.13525,12
21-Dec-2011,18.8,3.8,3.862,0.042,12
22-Dec-2011,5.8,3.2,3.933,0.03,12
23-Dec-2011,NaN,NaN,NaN,NaN,12
24-Dec-2011,NaN,NaN,NaN,NaN,12
25-Dec-2011,NaN,NaN,NaN,NaN,12
26-Dec-2011,NaN,NaN,NaN,NaN,12
27-Dec-2011,2.4,1.7,7.339,0.3055,12
28-Dec-2011,NaN,NaN,NaN,NaN,12
29-Dec-2011,NaN,NaN,NaN,NaN,12
30-Dec-2011,NaN,NaN,NaN,NaN,12
31-Dec-2011,NaN,NaN,NaN,NaN,12
