Time,Chla,Tw,TN,TP,Basin
05-Jun-2011,NaN,NaN,NaN,NaN,1
06-Jun-2011,NaN,NaN,NaN,NaN,1
07-Jun-2011,4.45,21.5,2.1345,0.0405,1
08-Jun-2011,2.8,13,1.726,0.008,1
09-Jun-2011,NaN,NaN,NaN,NaN,1
10-Jun-2011,NaN,NaN,NaN,NaN,1
11-Jun-2011,NaN,NaN,NaN,NaN,1
12-Jun-2011,NaN,NaN,NaN,NaN,1
13-Jun-2011,10.6,21,2.165,0.0575,1
14-Jun-2011,3.3,13,2.146,0.023,1
15-Jun-2011,NaN,NaN,NaN,NaN,1
16-Jun-2011,NaN,NaN,NaN,NaN,1
17-Jun-2011,NaN,NaN,NaN,NaN,1
18-Jun-2011,NaN,NaN,NaN,NaN,1
19-Jun-2011,NaN,NaN,NaN,NaN,1
20-Jun-2011,3.6,19,1.882,0.025,1
21-Jun-2011,5.56666666666667,21,3.14466666666667,0.085,1
22-Jun-2011,10.9,23,3.269,0.128,1
23-Jun-2011,NaN,NaN,NaN,NaN,1
24-Jun-2011,NaN,NaN,NaN,NaN,1
25-Jun-2011,NaN,NaN,NaN,NaN,1
26-Jun-2011,NaN,NaN,NaN,NaN,1
27-Jun-2011,1,15,1.752,0.082,1
28-Jun-2011,4.5,17,2.28,0.023,1
29-Jun-2011,NaN,NaN,NaN,NaN,1
30-Jun-2011,0.5,19,1.824,0.057,1
01-Jul-2011,NaN,NaN,NaN,NaN,1
02-Jul-2011,NaN,NaN,NaN,NaN,1
03-Jul-2011,NaN,NaN,NaN,NaN,1
04-Jul-2011,2.8,24.5,1.8075,0.0855,1
05-Jul-2011,NaN,NaN,NaN,NaN,1
06-Jul-2011,1.75,18,1.355,0.02025,1
07-Jul-2011,NaN,NaN,NaN,NaN,1
08-Jul-2011,NaN,NaN,NaN,NaN,1
09-Jul-2011,NaN,NaN,NaN,NaN,1
10-Jul-2011,NaN,NaN,NaN,NaN,1
11-Jul-2011,NaN,NaN,NaN,NaN,1
12-Jul-2011,NaN,NaN,NaN,NaN,1
13-Jul-2011,1.25,21,1.603,0.053,1
14-Jul-2011,NaN,NaN,NaN,NaN,1
15-Jul-2011,1.1,20,1.07333333333333,0.026,1
16-Jul-2011,NaN,NaN,NaN,NaN,1
17-Jul-2011,NaN,NaN,NaN,NaN,1
18-Jul-2011,0.8,31,1.628,0.024,1
19-Jul-2011,3.85,18.25,2.57075,0.023,1
20-Jul-2011,1.1,24.6666666666667,1.23933333333333,0.024,1
21-Jul-2011,NaN,NaN,NaN,NaN,1
22-Jul-2011,NaN,NaN,NaN,NaN,1
23-Jul-2011,NaN,NaN,NaN,NaN,1
24-Jul-2011,NaN,NaN,NaN,NaN,1
25-Jul-2011,19.3,28,1.99,0.317,1
26-Jul-2011,3,16,1.862,0.033,1
27-Jul-2011,NaN,NaN,NaN,NaN,1
28-Jul-2011,NaN,NaN,NaN,NaN,1
29-Jul-2011,NaN,NaN,NaN,NaN,1
30-Jul-2011,NaN,NaN,NaN,NaN,1
31-Jul-2011,NaN,NaN,NaN,NaN,1
01-Aug-2011,1.8,18,1.698,0.055,1
02-Aug-2011,4.8,22,1.579,0.06,1
03-Aug-2011,10.3,21,1.322,0.016,1
04-Aug-2011,NaN,NaN,NaN,NaN,1
05-Aug-2011,NaN,NaN,NaN,NaN,1
06-Aug-2011,NaN,NaN,NaN,NaN,1
07-Aug-2011,NaN,NaN,NaN,NaN,1
08-Aug-2011,6.4,25,1.723,0.155,1
09-Aug-2011,NaN,NaN,NaN,NaN,1
10-Aug-2011,NaN,NaN,NaN,NaN,1
11-Aug-2011,1.9,22.25,2.243,0.02475,1
12-Aug-2011,NaN,NaN,NaN,NaN,1
13-Aug-2011,NaN,NaN,NaN,NaN,1
14-Aug-2011,NaN,NaN,NaN,NaN,1
15-Aug-2011,NaN,NaN,NaN,NaN,1
16-Aug-2011,2.9,29,1.432,0.029,1
17-Aug-2011,6.9,18,1.737,0.031,1
18-Aug-2011,2.2,19.3333333333333,1.18766666666667,0.04,1
19-Aug-2011,NaN,NaN,NaN,NaN,1
20-Aug-2011,NaN,NaN,NaN,NaN,1
21-Aug-2011,NaN,NaN,NaN,NaN,1
22-Aug-2011,NaN,NaN,NaN,NaN,1
23-Aug-2011,0.6,23,1.703,0.024,1
24-Aug-2011,1.4,19,1.827,0.018,1
25-Aug-2011,1.4,19.6666666666667,1.43666666666667,0.03,1
26-Aug-2011,NaN,NaN,NaN,NaN,1
27-Aug-2011,NaN,NaN,NaN,NaN,1
28-Aug-2011,NaN,NaN,NaN,NaN,1
29-Aug-2011,NaN,NaN,NaN,NaN,1
30-Aug-2011,NaN,NaN,NaN,NaN,1
31-Aug-2011,NaN,NaN,NaN,NaN,1
01-Sep-2011,NaN,NaN,NaN,NaN,1
02-Sep-2011,9.3,26,1.102,0.008,1
03-Sep-2011,NaN,NaN,NaN,NaN,1
04-Sep-2011,NaN,NaN,NaN,NaN,1
05-Sep-2011,3.5,24,1.359,0.01,1
06-Sep-2011,NaN,NaN,NaN,NaN,1
07-Sep-2011,1.35,21.25,1.3535,0.0225,1
08-Sep-2011,NaN,NaN,NaN,NaN,1
09-Sep-2011,NaN,NaN,NaN,NaN,1
10-Sep-2011,NaN,NaN,NaN,NaN,1
11-Sep-2011,NaN,NaN,NaN,NaN,1
12-Sep-2011,NaN,NaN,NaN,NaN,1
13-Sep-2011,NaN,NaN,NaN,NaN,1
14-Sep-2011,1.4,19,1.631,0.021,1
15-Sep-2011,NaN,NaN,NaN,NaN,1
16-Sep-2011,NaN,NaN,NaN,NaN,1
17-Sep-2011,NaN,NaN,NaN,NaN,1
18-Sep-2011,NaN,NaN,NaN,NaN,1
19-Sep-2011,1,17,1.778,0.015,1
20-Sep-2011,1.05,15.25,2.3585,0.02425,1
21-Sep-2011,0.5,17.6666666666667,1.37566666666667,0.018,1
22-Sep-2011,NaN,NaN,NaN,NaN,1
23-Sep-2011,NaN,NaN,NaN,NaN,1
24-Sep-2011,NaN,NaN,NaN,NaN,1
25-Sep-2011,NaN,NaN,NaN,NaN,1
26-Sep-2011,NaN,NaN,NaN,NaN,1
27-Sep-2011,2,19,1.879,0.012,1
28-Sep-2011,0.8,19,1.638,0.012,1
29-Sep-2011,2.6,15.6666666666667,1.49933333333333,0.0193333333333333,1
30-Sep-2011,NaN,NaN,NaN,NaN,1
01-Oct-2011,NaN,NaN,NaN,NaN,1
02-Oct-2011,NaN,NaN,NaN,NaN,1
03-Oct-2011,NaN,NaN,NaN,NaN,1
04-Oct-2011,1.7,14.1,1.915,0.006,1
05-Oct-2011,2.4,19,1.537,0.018,1
06-Oct-2011,1.8,14.6,1.585,0.022,1
07-Oct-2011,NaN,NaN,NaN,NaN,1
08-Oct-2011,NaN,NaN,NaN,NaN,1
09-Oct-2011,NaN,NaN,NaN,NaN,1
10-Oct-2011,NaN,NaN,NaN,NaN,1
11-Oct-2011,2.1,17.2,1.6995,0.012,1
12-Oct-2011,4,19,1.48,0.021,1
13-Oct-2011,2.2,18.1333333333333,1.66966666666667,0.0296666666666667,1
14-Oct-2011,NaN,NaN,NaN,NaN,1
15-Oct-2011,NaN,NaN,NaN,NaN,1
16-Oct-2011,NaN,NaN,NaN,NaN,1
17-Oct-2011,NaN,NaN,NaN,NaN,1
18-Oct-2011,3.7,18,1.622,0.03,1
19-Oct-2011,1.675,13.925,5.11225,0.0395,1
20-Oct-2011,NaN,NaN,NaN,NaN,1
21-Oct-2011,3.1,12.9,1.74866666666667,0.0306666666666667,1
22-Oct-2011,NaN,NaN,NaN,NaN,1
23-Oct-2011,NaN,NaN,NaN,NaN,1
24-Oct-2011,NaN,NaN,NaN,NaN,1
25-Oct-2011,1.5,13.6,2.029,0.012,1
26-Oct-2011,3.5,18,1.643,0.031,1
27-Oct-2011,1.1,13.3666666666667,1.62833333333333,0.0203333333333333,1
28-Oct-2011,NaN,NaN,NaN,NaN,1
29-Oct-2011,NaN,NaN,NaN,NaN,1
30-Oct-2011,NaN,NaN,NaN,NaN,1
31-Oct-2011,NaN,NaN,NaN,NaN,1
01-Nov-2011,NaN,NaN,NaN,NaN,1
02-Nov-2011,5.8,18.3,3.101,0.0205,1
03-Nov-2011,NaN,NaN,NaN,NaN,1
04-Nov-2011,5.9,15.9,1.629,0.0276666666666667,1
05-Nov-2011,NaN,NaN,NaN,NaN,1
06-Nov-2011,NaN,NaN,NaN,NaN,1
07-Nov-2011,5.8,14,1.665,0.025,1
08-Nov-2011,2.75,16.2,1.8925,0.0115,1
09-Nov-2011,NaN,NaN,NaN,NaN,1
10-Nov-2011,4.6,12.6666666666667,1.46266666666667,0.0313333333333333,1
11-Nov-2011,NaN,NaN,NaN,NaN,1
12-Nov-2011,NaN,NaN,NaN,NaN,1
13-Nov-2011,NaN,NaN,NaN,NaN,1
14-Nov-2011,2.1,11.6,2.29,0.007,1
15-Nov-2011,3.6,16,1.426,0.016,1
16-Nov-2011,2.5,10.0333333333333,1.59933333333333,0.0243333333333333,1
17-Nov-2011,2.46666666666667,9.33333333333333,2.47566666666667,0.179333333333333,1
18-Nov-2011,NaN,NaN,NaN,NaN,1
19-Nov-2011,NaN,NaN,NaN,NaN,1
20-Nov-2011,NaN,NaN,NaN,NaN,1
21-Nov-2011,NaN,NaN,NaN,NaN,1
22-Nov-2011,2.3,10.55,2.112,0.0165,1
23-Nov-2011,NaN,NaN,NaN,NaN,1
24-Nov-2011,1.4,5.36666666666667,1.745,0.016,1
25-Nov-2011,NaN,NaN,NaN,NaN,1
26-Nov-2011,NaN,NaN,NaN,NaN,1
27-Nov-2011,NaN,NaN,NaN,NaN,1
28-Nov-2011,NaN,NaN,NaN,NaN,1
29-Nov-2011,NaN,NaN,NaN,NaN,1
30-Nov-2011,NaN,NaN,NaN,NaN,1
01-Dec-2011,8,12,1.369,0.024,1
02-Dec-2011,NaN,NaN,NaN,NaN,1
03-Dec-2011,NaN,NaN,NaN,NaN,1
04-Dec-2011,NaN,NaN,NaN,NaN,1
05-Dec-2011,2.6,5.3,2.186,0.017,1
06-Dec-2011,1.2,5,2.037,0.007,1
07-Dec-2011,3.2,7.2,4.172,0.0275714285714286,1
08-Dec-2011,NaN,NaN,NaN,NaN,1
09-Dec-2011,NaN,NaN,NaN,NaN,1
10-Dec-2011,NaN,NaN,NaN,NaN,1
11-Dec-2011,NaN,NaN,NaN,NaN,1
12-Dec-2011,NaN,NaN,NaN,NaN,1
13-Dec-2011,3.3,7.05,2.035,0.0145,1
14-Dec-2011,NaN,NaN,NaN,NaN,1
15-Dec-2011,2.3,4.5,2.17766666666667,0.01,1
16-Dec-2011,NaN,NaN,NaN,NaN,1
17-Dec-2011,NaN,NaN,NaN,NaN,1
18-Dec-2011,NaN,NaN,NaN,NaN,1
19-Dec-2011,0.7,1,2.895,0.016,1
20-Dec-2011,4.1,6,1.389,0.007,1
21-Dec-2011,2.1,2.6,1.974,0.0136666666666667,1
22-Dec-2011,NaN,NaN,NaN,NaN,1
23-Dec-2011,NaN,NaN,NaN,NaN,1
24-Dec-2011,NaN,NaN,NaN,NaN,1
25-Dec-2011,NaN,NaN,NaN,NaN,1
26-Dec-2011,NaN,NaN,NaN,NaN,1
27-Dec-2011,NaN,NaN,NaN,NaN,1
28-Dec-2011,NaN,NaN,NaN,NaN,1
29-Dec-2011,NaN,NaN,NaN,NaN,1
30-Dec-2011,NaN,NaN,NaN,NaN,1
31-Dec-2011,NaN,NaN,NaN,NaN,1
01-Jan-2012,NaN,NaN,NaN,NaN,1
02-Jan-2012,NaN,NaN,NaN,NaN,1
03-Jan-2012,NaN,NaN,NaN,NaN,1
04-Jan-2012,2.7,7,1.424,0.008,1
05-Jan-2012,3,2,6.741,0.093,1
06-Jan-2012,NaN,NaN,NaN,NaN,1
07-Jan-2012,NaN,NaN,NaN,NaN,1
08-Jan-2012,NaN,NaN,NaN,NaN,1
09-Jan-2012,0.7,0.7,3.006,0.01,1
10-Jan-2012,3.1,7,1.413,0.016,1
11-Jan-2012,2.5,1.825,2.617,0.01725,1
12-Jan-2012,NaN,NaN,NaN,NaN,1
13-Jan-2012,NaN,NaN,NaN,NaN,1
14-Jan-2012,NaN,NaN,NaN,NaN,1
15-Jan-2012,NaN,NaN,NaN,NaN,1
16-Jan-2012,1.4,7,1.507,0.012,1
17-Jan-2012,0.8,0.6,2.953,0.011,1
18-Jan-2012,NaN,NaN,NaN,NaN,1
19-Jan-2012,5.3,3.46666666666667,2.43733333333333,0.034,1
20-Jan-2012,NaN,NaN,NaN,NaN,1
21-Jan-2012,NaN,NaN,NaN,NaN,1
22-Jan-2012,NaN,NaN,NaN,NaN,1
23-Jan-2012,NaN,NaN,NaN,NaN,1
24-Jan-2012,NaN,NaN,NaN,NaN,1
25-Jan-2012,1.9,3.5,1.9385,0.013,1
26-Jan-2012,NaN,NaN,NaN,NaN,1
27-Jan-2012,NaN,NaN,NaN,NaN,1
28-Jan-2012,NaN,NaN,NaN,NaN,1
29-Jan-2012,NaN,NaN,NaN,NaN,1
30-Jan-2012,NaN,NaN,NaN,NaN,1
31-Jan-2012,NaN,NaN,NaN,NaN,1
01-Feb-2012,2.3,5,1.304,0.016,1
02-Feb-2012,NaN,NaN,NaN,NaN,1
03-Feb-2012,NaN,NaN,NaN,NaN,1
04-Feb-2012,NaN,NaN,NaN,NaN,1
05-Feb-2012,NaN,NaN,NaN,NaN,1
06-Feb-2012,NaN,NaN,NaN,NaN,1
07-Feb-2012,1.5,2.55,2.418,0.013,1
08-Feb-2012,NaN,NaN,NaN,NaN,1
09-Feb-2012,4.9,1.65,3.002,0.0405,1
10-Feb-2012,NaN,NaN,NaN,NaN,1
11-Feb-2012,NaN,NaN,NaN,NaN,1
12-Feb-2012,NaN,NaN,NaN,NaN,1
13-Feb-2012,2,0.75,3.11,0.016,1
14-Feb-2012,1.8,5,1.536,0.019,1
15-Feb-2012,4.8,4.56666666666667,2.09466666666667,0.0276666666666667,1
16-Feb-2012,NaN,NaN,NaN,NaN,1
17-Feb-2012,NaN,NaN,NaN,NaN,1
18-Feb-2012,NaN,NaN,NaN,NaN,1
19-Feb-2012,NaN,NaN,NaN,NaN,1
20-Feb-2012,NaN,NaN,NaN,NaN,1
21-Feb-2012,1.95,2.8,2.1895,0.02,1
22-Feb-2012,NaN,NaN,NaN,NaN,1
23-Feb-2012,5.8,5.7,2.12866666666667,0.0333333333333333,1
24-Feb-2012,NaN,NaN,NaN,NaN,1
25-Feb-2012,NaN,NaN,NaN,NaN,1
26-Feb-2012,NaN,NaN,NaN,NaN,1
27-Feb-2012,NaN,NaN,NaN,NaN,1
28-Feb-2012,NaN,NaN,NaN,NaN,1
01-Mar-2012,NaN,NaN,NaN,NaN,1
02-Mar-2012,NaN,NaN,NaN,NaN,1
03-Mar-2012,NaN,NaN,NaN,NaN,1
04-Mar-2012,NaN,NaN,NaN,NaN,1
05-Mar-2012,NaN,NaN,NaN,NaN,1
06-Mar-2012,3.65,4.25,1.8825,0.0265,1
07-Mar-2012,NaN,NaN,NaN,NaN,1
08-Mar-2012,5.3,6.53333333333333,2.215,0.0283333333333333,1
09-Mar-2012,NaN,NaN,NaN,NaN,1
10-Mar-2012,NaN,NaN,NaN,NaN,1
11-Mar-2012,NaN,NaN,NaN,NaN,1
12-Mar-2012,1.85,6.2,1.9835,0.016,1
13-Mar-2012,2.4,5,1.286,0.012,1
14-Mar-2012,5.5,6.63333333333333,2.215,0.0246666666666667,1
15-Mar-2012,NaN,NaN,NaN,NaN,1
16-Mar-2012,NaN,NaN,NaN,NaN,1
17-Mar-2012,NaN,NaN,NaN,NaN,1
18-Mar-2012,NaN,NaN,NaN,NaN,1
19-Mar-2012,NaN,NaN,NaN,NaN,1
20-Mar-2012,2.9,8.6,2.637,0.013,1
21-Mar-2012,4.1,6,1.289,0.031,1
22-Mar-2012,4.7,8.13333333333333,1.79966666666667,0.027,1
23-Mar-2012,NaN,NaN,NaN,NaN,1
24-Mar-2012,NaN,NaN,NaN,NaN,1
25-Mar-2012,NaN,NaN,NaN,NaN,1
26-Mar-2012,NaN,NaN,NaN,NaN,1
27-Mar-2012,3.9,5,1.359,0.005,1
28-Mar-2012,2.06666666666667,9,3.55733333333333,0.0423333333333333,1
29-Mar-2012,NaN,NaN,NaN,NaN,1
30-Mar-2012,NaN,NaN,NaN,NaN,1
31-Mar-2012,NaN,NaN,NaN,NaN,1
01-Apr-2012,NaN,NaN,NaN,NaN,1
02-Apr-2012,NaN,NaN,NaN,NaN,1
03-Apr-2012,6.4,7.3,2.204,0.042,1
04-Apr-2012,NaN,NaN,NaN,NaN,1
05-Apr-2012,1.4,7.66666666666667,2.148,0.0186666666666667,1
06-Apr-2012,NaN,NaN,NaN,NaN,1
07-Apr-2012,NaN,NaN,NaN,NaN,1
08-Apr-2012,NaN,NaN,NaN,NaN,1
09-Apr-2012,7.2,9.3,1.992,0.012,1
10-Apr-2012,NaN,NaN,NaN,NaN,1
11-Apr-2012,NaN,NaN,NaN,NaN,1
12-Apr-2012,1.6,12.6333333333333,1.706,0.017,1
13-Apr-2012,NaN,NaN,NaN,NaN,1
14-Apr-2012,NaN,NaN,NaN,NaN,1
15-Apr-2012,NaN,NaN,NaN,NaN,1
16-Apr-2012,1.63333333333333,12.6666666666667,2.95766666666667,0.00766666666666667,1
17-Apr-2012,2.85,12.35,1.759,0.0145,1
18-Apr-2012,NaN,NaN,NaN,NaN,1
19-Apr-2012,2.8,13.9333333333333,1.74066666666667,0.0213333333333333,1
20-Apr-2012,NaN,NaN,NaN,NaN,1
21-Apr-2012,NaN,NaN,NaN,NaN,1
22-Apr-2012,NaN,NaN,NaN,NaN,1
23-Apr-2012,3.65,10.7,1.9645,0.021,1
24-Apr-2012,3.4,15,2.131,0.013,1
25-Apr-2012,1.7,12.5,1.858,0.027,1
26-Apr-2012,NaN,NaN,NaN,NaN,1
27-Apr-2012,NaN,NaN,NaN,NaN,1
28-Apr-2012,NaN,NaN,NaN,NaN,1
29-Apr-2012,NaN,NaN,NaN,NaN,1
30-Apr-2012,NaN,NaN,NaN,NaN,1
01-May-2012,2,10,1.048,0.021,1
02-May-2012,NaN,NaN,NaN,NaN,1
03-May-2012,NaN,NaN,NaN,NaN,1
04-May-2012,NaN,NaN,NaN,NaN,1
05-May-2012,NaN,NaN,NaN,NaN,1
06-May-2012,NaN,NaN,NaN,NaN,1
07-May-2012,NaN,NaN,NaN,NaN,1
08-May-2012,4.45,14,1.7375,0.019,1
09-May-2012,NaN,NaN,NaN,NaN,1
10-May-2012,4.1,14.6333333333333,1.77033333333333,0.028,1
11-May-2012,5.7,15,2.2,0.02,1
12-May-2012,NaN,NaN,NaN,NaN,1
13-May-2012,NaN,NaN,NaN,NaN,1
14-May-2012,5.6,13.05,1.5675,0.0225,1
15-May-2012,NaN,NaN,NaN,NaN,1
16-May-2012,2.35,18.7833333333333,2.354,0.0233333333333333,1
17-May-2012,NaN,NaN,NaN,NaN,1
18-May-2012,NaN,NaN,NaN,NaN,1
19-May-2012,NaN,NaN,NaN,NaN,1
20-May-2012,NaN,NaN,NaN,NaN,1
21-May-2012,3.9,11,1.821,0.037,1
22-May-2012,3.4,20.3,1.838,0.014,1
23-May-2012,NaN,NaN,NaN,NaN,1
24-May-2012,2.4,19.5666666666667,1.592,0.027,1
25-May-2012,NaN,NaN,NaN,NaN,1
26-May-2012,NaN,NaN,NaN,NaN,1
27-May-2012,NaN,NaN,NaN,NaN,1
28-May-2012,NaN,NaN,NaN,NaN,1
29-May-2012,9.7,22,2.209,0.022,1
30-May-2012,NaN,NaN,NaN,NaN,1
31-May-2012,1.8,19.6,1.849,0.028,1
01-Jun-2012,NaN,NaN,NaN,NaN,1
02-Jun-2012,NaN,NaN,NaN,NaN,1
03-Jun-2012,NaN,NaN,NaN,NaN,1
04-Jun-2012,5.7,23.2,2.08,0.017,1
05-Jun-2012,3.1,13,1.404,0.014,1
06-Jun-2012,NaN,NaN,NaN,NaN,1
07-Jun-2012,3.3,22.7333333333333,1.58566666666667,0.0313333333333333,1
08-Jun-2012,NaN,NaN,NaN,NaN,1
09-Jun-2012,NaN,NaN,NaN,NaN,1
10-Jun-2012,NaN,NaN,NaN,NaN,1
11-Jun-2012,NaN,NaN,NaN,NaN,1
12-Jun-2012,6.65,17.6,1.4215,0.0135,1
13-Jun-2012,NaN,NaN,NaN,NaN,1
14-Jun-2012,7.06666666666667,20.2333333333333,2.52416666666667,0.0311666666666667,1
15-Jun-2012,16,21,1.038,0.02,1
16-Jun-2012,NaN,NaN,NaN,NaN,1
17-Jun-2012,NaN,NaN,NaN,NaN,1
18-Jun-2012,5.05,18.7,1.5925,0.0185,1
19-Jun-2012,NaN,NaN,NaN,NaN,1
20-Jun-2012,3.2,21.9333333333333,1.62566666666667,0.027,1
21-Jun-2012,NaN,NaN,NaN,NaN,1
22-Jun-2012,NaN,NaN,NaN,NaN,1
23-Jun-2012,NaN,NaN,NaN,NaN,1
24-Jun-2012,NaN,NaN,NaN,NaN,1
25-Jun-2012,NaN,NaN,NaN,NaN,1
26-Jun-2012,7.25,18.15,1.4195,0.023,1
27-Jun-2012,NaN,NaN,NaN,NaN,1
28-Jun-2012,2.93333333333333,23.2333333333333,1.423,0.0283333333333333,1
29-Jun-2012,NaN,NaN,NaN,NaN,1
30-Jun-2012,NaN,NaN,NaN,NaN,1
01-Jul-2012,NaN,NaN,NaN,NaN,1
02-Jul-2012,5.05,19.7,1.4945,0.0245,1
03-Jul-2012,NaN,NaN,NaN,NaN,1
04-Jul-2012,4.575,26.35,1.33425,0.026,1
05-Jul-2012,NaN,NaN,NaN,NaN,1
06-Jul-2012,NaN,NaN,NaN,NaN,1
07-Jul-2012,NaN,NaN,NaN,NaN,1
08-Jul-2012,NaN,NaN,NaN,NaN,1
09-Jul-2012,NaN,NaN,NaN,NaN,1
10-Jul-2012,1.95,19.45,2.2805,0.041,1
11-Jul-2012,NaN,NaN,NaN,NaN,1
12-Jul-2012,0.433333333333333,22.3333333333333,2.07566666666667,0.025,1
13-Jul-2012,NaN,NaN,NaN,NaN,1
14-Jul-2012,NaN,NaN,NaN,NaN,1
15-Jul-2012,NaN,NaN,NaN,NaN,1
16-Jul-2012,3.8,16.05,2.135,0.06,1
17-Jul-2012,NaN,NaN,NaN,NaN,1
18-Jul-2012,0.466666666666667,18.4,1.93833333333333,0.0176666666666667,1
19-Jul-2012,0.533333333333333,18.6666666666667,2.437,0.0123333333333333,1
20-Jul-2012,NaN,NaN,NaN,NaN,1
21-Jul-2012,NaN,NaN,NaN,NaN,1
22-Jul-2012,NaN,NaN,NaN,NaN,1
23-Jul-2012,NaN,NaN,NaN,NaN,1
24-Jul-2012,4,20,2.253,0.024,1
25-Jul-2012,NaN,NaN,NaN,NaN,1
26-Jul-2012,NaN,NaN,NaN,NaN,1
27-Jul-2012,NaN,NaN,NaN,NaN,1
28-Jul-2012,NaN,NaN,NaN,NaN,1
29-Jul-2012,NaN,NaN,NaN,NaN,1
30-Jul-2012,NaN,NaN,NaN,NaN,1
31-Jul-2012,NaN,NaN,NaN,NaN,1
01-Aug-2012,NaN,NaN,NaN,NaN,1
02-Aug-2012,5.1,24.875,2.67725,0.03425,1
03-Aug-2012,NaN,NaN,NaN,NaN,1
04-Aug-2012,NaN,NaN,NaN,NaN,1
05-Aug-2012,NaN,NaN,NaN,NaN,1
06-Aug-2012,4.4,21,1.926,0.021,1
07-Aug-2012,NaN,NaN,NaN,NaN,1
08-Aug-2012,NaN,NaN,NaN,NaN,1
09-Aug-2012,NaN,NaN,NaN,NaN,1
10-Aug-2012,NaN,NaN,NaN,NaN,1
11-Aug-2012,NaN,NaN,NaN,NaN,1
12-Aug-2012,NaN,NaN,NaN,NaN,1
13-Aug-2012,2.7,19,2.019,0.026,1
14-Aug-2012,4.4,21.9,2.236,0.079,1
15-Aug-2012,NaN,NaN,NaN,NaN,1
16-Aug-2012,NaN,NaN,NaN,NaN,1
17-Aug-2012,0.9,20.9333333333333,1.83633333333333,0.0676666666666667,1
18-Aug-2012,NaN,NaN,NaN,NaN,1
19-Aug-2012,NaN,NaN,NaN,NaN,1
20-Aug-2012,1,23,2.095,0.077,1
21-Aug-2012,4,19,2.345,0.029,1
22-Aug-2012,2.76666666666667,21.5,1.50133333333333,0.0523333333333333,1
23-Aug-2012,NaN,NaN,NaN,NaN,1
24-Aug-2012,NaN,NaN,NaN,NaN,1
25-Aug-2012,NaN,NaN,NaN,NaN,1
26-Aug-2012,NaN,NaN,NaN,NaN,1
27-Aug-2012,1.1,20,3.158,0.026,1
28-Aug-2012,NaN,NaN,NaN,NaN,1
29-Aug-2012,3.8,21.5,1.636,0.059,1
30-Aug-2012,NaN,NaN,NaN,NaN,1
31-Aug-2012,NaN,NaN,NaN,NaN,1
01-Sep-2012,NaN,NaN,NaN,NaN,1
02-Sep-2012,NaN,NaN,NaN,NaN,1
03-Sep-2012,0.6,20.9,1.922,0.018,1
04-Sep-2012,1.2,20,2.836,0.037,1
05-Sep-2012,1.1,19.6666666666667,1.27633333333333,0.0256666666666667,1
06-Sep-2012,NaN,NaN,NaN,NaN,1
07-Sep-2012,NaN,NaN,NaN,NaN,1
08-Sep-2012,NaN,NaN,NaN,NaN,1
09-Sep-2012,NaN,NaN,NaN,NaN,1
10-Sep-2012,NaN,NaN,NaN,NaN,1
11-Sep-2012,2.05,20.2,1.9685,0.0245,1
12-Sep-2012,2.7,23,1.721,0.011,1
13-Sep-2012,1.63333333333333,18.7666666666667,1.24233333333333,0.0163333333333333,1
14-Sep-2012,NaN,NaN,NaN,NaN,1
15-Sep-2012,NaN,NaN,NaN,NaN,1
16-Sep-2012,NaN,NaN,NaN,NaN,1
17-Sep-2012,NaN,NaN,NaN,NaN,1
18-Sep-2012,5.5,18,1.992,0.022,1
19-Sep-2012,0.6,15.8666666666667,2.10633333333333,0.0113333333333333,1
20-Sep-2012,NaN,NaN,NaN,NaN,1
21-Sep-2012,NaN,NaN,NaN,NaN,1
22-Sep-2012,NaN,NaN,NaN,NaN,1
23-Sep-2012,NaN,NaN,NaN,NaN,1
24-Sep-2012,3.2,21,2.218,0.074,1
25-Sep-2012,0.4,19.5,2.068,0.017,1
26-Sep-2012,NaN,NaN,NaN,NaN,1
27-Sep-2012,0.433333333333333,17.3666666666667,1.55366666666667,0.0183333333333333,1
28-Sep-2012,NaN,NaN,NaN,NaN,1
29-Sep-2012,NaN,NaN,NaN,NaN,1
30-Sep-2012,NaN,NaN,NaN,NaN,1
01-Oct-2012,NaN,NaN,NaN,NaN,1
02-Oct-2012,NaN,NaN,NaN,NaN,1
03-Oct-2012,NaN,NaN,NaN,NaN,1
04-Oct-2012,NaN,NaN,NaN,NaN,1
05-Oct-2012,NaN,NaN,NaN,NaN,1
06-Oct-2012,NaN,NaN,NaN,NaN,1
07-Oct-2012,NaN,NaN,NaN,NaN,1
08-Oct-2012,5.8,18.1,2.149,0.013,1
09-Oct-2012,3,19,1.523,0.015,1
10-Oct-2012,2.53333333333333,15.6666666666667,1.431,0.014,1
11-Oct-2012,NaN,NaN,NaN,NaN,1
12-Oct-2012,NaN,NaN,NaN,NaN,1
13-Oct-2012,NaN,NaN,NaN,NaN,1
14-Oct-2012,NaN,NaN,NaN,NaN,1
15-Oct-2012,NaN,NaN,NaN,NaN,1
16-Oct-2012,2.45,17.8,1.808,0.027,1
17-Oct-2012,NaN,NaN,NaN,NaN,1
18-Oct-2012,2.06666666666667,13.6666666666667,1.47766666666667,0.0183333333333333,1
19-Oct-2012,NaN,NaN,NaN,NaN,1
20-Oct-2012,NaN,NaN,NaN,NaN,1
21-Oct-2012,NaN,NaN,NaN,NaN,1
22-Oct-2012,1.3,12.8,2.282,0.012,1
23-Oct-2012,2.95,13.35,2.507,0.02,1
